assembly_accession	origin	terminus	length
GCF_004923395.1	4847400	2482980	4882218
GCF_004923415.2	4847980	2483020	4882236
GCF_016452125.1	90	2418820	4915330
GCF_016454225.1	4939570	2508170	4974390
GCF_000265545.3	3530	1256660	2382103
GCF_000319185.1	74030	1661240	2889522
GCF_902381675.1	754720	2130130	2573208
GCF_014397255.1	729150	1593300	1659381
GCF_000284315.1	2557780	1235130	2559538
GCF_000262205.1	467450	1479740	1847202
GCF_000284595.1	16990	2429470	4769156
GCF_000297055.2	3129720	1536970	3130594
GCF_000277365.1	1598410	751530	1665719
GCF_000277405.1	1575410	684660	1663456
GCF_000277385.1	1530840	800740	1616909
GCF_000277425.1	1451000	690630	1660685
GCF_000259235.1	1512710	639990	1599280
GCF_000259275.1	1571890	572510	1833666
GCF_000284615.1	6010	1927750	3989480
GCF_000827855.1	7950	171010	357461
GCF_002285875.1	175040	3100	352068
GCF_000331105.1	588410	3939260	6775444
GCF_002813775.1	6738320	3536680	6837296
GCF_000341395.1	1229560	3212190	3986761
GCF_000471945.1	1961840	948240	1963012
GCF_000967095.2	2308610	5421210	6916670
GCF_000626635.1	1929630	4444630	5132075
GCF_000277325.1	1936590	929550	1938595
GCF_000263755.5	2368750	1162800	2368876
GCF_016804005.1	3408990	7158150	8270263
GCF_000298675.1	1771830	731990	2307912
GCF_000298655.1	1695030	672290	2266799
GCF_000367205.1	2284890	1030080	2526138
GCF_000310065.1	124060	1985710	3656170
GCF_000347595.1	250	1204950	2407846
GCF_001594165.1	999630	1957590	2098391
GCF_000284635.1	2045350	979260	2078348
GCF_015999465.1	3791840	1796100	3859707
GCF_000261345.2	111500	3554430	7608611
GCF_000317145.1	5088610	2015350	6284095
GCF_000317495.1	3153560	355530	5315554
GCF_000439775.1	9280	731030	1481598
GCF_000439415.1	4726200	2402530	4730612
GCF_009648715.1	2438070	4725430	4726706
GCF_009667855.1	114950	2499160	4724806
GCF_000748565.2	4740070	2370240	4774876
GCF_003627015.2	4692640	2351390	4727462
GCF_000698715.2	4692760	2351500	4727567
GCF_000748245.2	4692760	2351500	4727570
GCF_016834455.1	960	2073040	4237767
GCF_014338425.1	7950	2308640	4513187
GCF_000487515.2	880	2440590	4805448
GCF_001612515.1	5007910	2377320	5047093
GCF_000346595.1	421680	1064510	1268237
GCF_001742185.1	1733380	4201870	5043228
GCF_013364095.1	5802330	2636440	5802668
GCF_000960995.1	1014380	2880990	3659771
GCF_009857095.1	2046380	117070	3629551
GCF_007795095.1	1605980	265520	2917404
GCF_007954425.1	1156460	2754360	3118872
GCF_001654455.1	5009630	2138070	5627734
GCF_014489495.1	1317340	5280	2880004
GCF_003667725.1	2591200	1192460	2907491
GCF_003667945.1	2537630	1169060	2853758
GCF_016599575.1	2525030	1168950	2841579
GCF_016599595.1	2527170	1171090	2843716
GCF_016599615.1	2525030	1170290	2841579
GCF_016864515.1	4610	1360620	2865988
GCF_000280495.2	5786210	2769620	5817639
GCF_002849795.1	1960	1003870	2204592
GCF_018128085.1	1294080	193910	2233168
GCF_018128105.1	720150	1883870	2229982
GCF_001431725.1	6870	2265640	4757486
GCF_001644605.1	2259910	3600	5012599
GCF_001988955.1	4899320	1738490	5797678
GCF_001857925.1	1642770	3511390	3637729
GCF_003097715.1	3765190	1796370	3766664
GCF_002269385.1	1967520	4364610	4639957
GCF_000328705.1	3710	4703050	9360653
GCF_000698515.2	4691750	2350510	4726555
GCF_009648835.1	3967670	1626430	4726556
GCF_004848885.1	4691690	2350490	4726500
GCF_009648755.1	3967670	1626430	4726556
GCF_004848545.1	4691750	2350510	4726555
GCF_004848685.1	4691750	2350510	4726556
GCF_009648735.1	2437950	4725280	4726556
GCF_004848405.1	4691750	2350510	4726557
GCF_004847565.1	4691750	2350510	4726556
GCF_004847585.1	4691740	2369360	4726550
GCF_004847345.1	4691750	2350510	4726558
GCF_004848145.1	4692970	2350500	4726543
GCF_004847885.1	4691730	2350500	4726552
GCF_004847745.1	4691750	2350520	4726558
GCF_004847625.1	4691750	2350510	4726558
GCF_001644565.1	1586160	2928190	2971983
GCF_000800395.1	3528840	1592240	3531443
GCF_000297075.2	4634140	2216500	4686340
GCF_000583755.1	1812530	917690	1814252
GCF_000583775.1	880	889850	1824273
GCF_000583795.1	390	877520	1684743
GCF_004847605.1	4691740	2350510	4726548
GCF_004847545.1	4692980	2350510	4726554
GCF_000192635.1	2821070	1398830	2823930
GCF_000971565.1	2830640	1402270	2833887
GCF_000484535.1	2758380	346730	4724791
GCF_000294495.1	1971800	885570	1980887
GCF_000439755.1	9280	749100	1477581
GCF_000439795.1	9280	723150	1473302
GCF_000348725.1	210	1336760	2657893
GCF_018141425.1	2444120	5337030	5626074
GCF_017183555.1	5169520	2550100	5182416
GCF_017183655.1	5099490	2782820	5112318
GCF_017183735.1	5085840	2612290	5098671
GCF_017183775.1	5061090	2626370	5073923
GCF_017183795.1	5013320	2618680	5026147
GCF_017183815.1	4902410	2600730	4915323
GCF_017183835.1	5094570	2659550	5107403
GCF_017183875.1	5119830	2634470	5132669
GCF_017183895.1	5119830	2634470	5132669
GCF_017183935.1	5162060	2679460	5166738
GCF_017183955.1	5162080	2680510	5166737
GCF_017189355.1	5060790	2635340	5073623
GCF_017189375.1	5107520	2625840	5120346
GCF_017189395.1	5146250	2747080	5155522
GCF_017189415.1	5274120	2775620	5286951
GCF_017189435.1	5364970	2815730	5377795
GCF_017190595.1	5184920	2697730	5197760
GCF_017190695.1	5062030	2636500	5074858
GCF_017190795.1	5339570	2768710	5352395
GCF_017190875.1	5205700	2729990	5218527
GCF_000265205.3	6407770	3477830	6476459
GCF_001687565.2	1200	1879120	3765545
GCF_000262675.1	1847250	858490	1848520
GCF_001870225.1	1808420	229610	3049282
GCF_000520135.2	678860	2727910	4130470
GCF_001633165.1	684600	2728420	4132586
GCF_000974685.2	2679480	1186890	2717229
GCF_000829155.1	7160	159270	285352
GCF_002305895.1	28270	4589310	8973512
GCF_000452745.2	145540	3049540	5803532
GCF_000344215.1	3670	2276770	4787769
GCF_013391845.1	529900	2324390	3631285
GCF_000276705.2	3430	3142660	6097032
GCF_000272185.2	325120	2000530	3365430
GCF_000279145.1	1202090	2943280	3300414
GCF_000321395.1	4720	2119380	4043754
GCF_000271665.2	5371620	2590420	5380816
GCF_003324755.1	400	2676290	5361355
GCF_002215215.1	4930	3917220	7783862
GCF_000306675.2	2800	1938260	3815263
GCF_000294365.1	5353530	2676190	5386705
GCF_000271965.2	10130	3113250	6077201
GCF_000271985.2	1037860	4189220	6243825
GCF_001723605.1	2540	1572890	3029840
GCF_000463055.1	2540	1377970	2751266
GCF_004214875.1	26110	297860	600116
GCF_003999735.1	5825960	2661130	5839313
GCF_000319385.1	1479090	799380	1481191
GCF_000341695.1	1450370	761420	1452335
GCF_000341655.1	1630	764880	1431902
GCF_000470865.1	2570	1396410	2728308
GCF_000487775.1	3456370	1142890	4603849
GCF_000487935.2	4853640	2410750	4888463
GCF_000658965.1	6288350	3078760	6466847
GCF_000576125.1	1375350	268900	2011869
GCF_001011095.1	2450	863720	1751565
GCF_000300475.1	4598430	1861190	5414494
GCF_000294775.2	5449300	2461850	5461741
GCF_000600005.1	2526290	1197080	2527978
GCF_000599985.1	3330	1578560	3139412
GCF_001693435.1	1648720	172470	2901642
GCF_002213985.1	2969860	1455500	2971543
GCF_002214005.1	2974110	1458410	2975864
GCF_000513615.1	2972720	1458550	2974403
GCF_002214065.1	2974170	1459820	2975853
GCF_002214085.1	3016190	1507560	3017944
GCF_002214105.1	3016190	1507560	3017944
GCF_002214125.1	2940480	1438400	2942234
GCF_002214145.1	2940480	1438400	2942234
GCF_002213805.1	2909170	1446880	2910922
GCF_002213825.1	2909020	1444550	2910921
GCF_002213845.1	2824130	1404970	2870277
GCF_002213865.1	2824130	1404970	2870277
GCF_002213885.1	2977350	1497300	2979105
GCF_002213925.1	2977350	1497300	2979105
GCF_002213945.1	2977350	1497300	2979105
GCF_002213505.1	2906250	1427930	2908004
GCF_002213965.1	2906250	1427930	2908004
GCF_000513695.1	2991610	1474550	2994351
GCF_002213685.1	2997530	1480440	3000273
GCF_002213705.1	3029940	1512380	3032209
GCF_002213725.1	3029940	1512380	3032209
GCF_002213545.1	2997610	1479490	2999248
GCF_002213565.1	2997740	1479490	2999326
GCF_002213585.1	3029880	1512790	3032624
GCF_000513595.1	3029880	1512790	3032624
GCF_000513635.1	3029880	1512790	3032624
GCF_002213605.1	2997740	1479490	2999326
GCF_002213625.1	2951840	1434740	2954577
GCF_002214045.1	2997720	1479470	2999305
GCF_000513655.1	3029880	1512790	3032624
GCF_002213645.1	2996620	1478370	2998206
GCF_000513675.1	2996620	1478370	2998206
GCF_002213665.1	2997740	1479490	2999326
GCF_002213905.1	2997740	1479490	2999326
GCF_002213745.1	2965770	1457400	2967523
GCF_002213765.1	2965740	1457380	2967496
GCF_002213785.1	2963570	1459530	2965327
GCF_000281215.1	1555970	4998380	6260702
GCF_000267545.1	4651370	2217010	4709064
GCF_000277795.1	140610	476400	650228
GCF_001701045.1	1660	1757110	3585187
GCF_000439255.1	3927420	1568810	4683551
GCF_000308235.1	3334370	1592330	3358062
GCF_000178975.2	12860	2196810	4309153
GCF_018517205.1	1045150	5759190	9359382
GCF_000442595.1	1060	1281300	2613078
GCF_000277775.2	10	2323080	4687873
GCF_000271865.1	2024300	968880	2027088
GCF_011801185.1	2009440	1044670	2122197
GCF_000390085.1	22430	2321840	4829424
GCF_000404245.1	3448680	1694630	3455167
GCF_000287335.1	976010	209200	1441139
GCF_000418365.1	4550	1409670	2751233
GCF_003433275.1	4567180	1806090	5329605
GCF_000296715.2	6643010	3285150	6643437
GCF_000470845.1	2570	1390820	2789538
GCF_015689195.1	4939680	2474000	4995896
GCF_000302555.5	1628700	815070	1635301
GCF_000742975.1	2115200	610080	2939973
GCF_000340435.2	2000	2218840	4235765
GCF_000287235.1	153140	73200	162589
GCF_000287255.1	152590	76900	162504
GCF_000287275.1	158670	76370	166163
GCF_000287295.1	149760	78860	157543
GCF_000287315.1	150830	70250	159923
GCF_007475525.1	6520	1186380	2202032
GCF_008931805.1	3959540	1601740	4734363
GCF_000340845.1	1709790	6138330	9840102
GCF_002148175.1	2020	2951850	5445538
GCF_002148195.1	1920	2946550	5435152
GCF_000299135.1	2860	1002400	2063112
GCF_000523045.1	4032910	1929910	4043042
GCF_000382905.1	3308640	1563280	3309400
GCF_000328785.1	4520460	2170230	4525948
GCF_000328845.1	4415100	2105370	4420197
GCF_000328805.1	4427270	2097870	4432426
GCF_000328825.1	4519840	2164750	4524466
GCF_000294515.1	1995140	4936770	5848211
GCF_000281195.1	2979690	1398940	2987450
GCF_000292685.1	67600	263650	358242
GCF_000300075.1	5210	164490	351658
GCF_000338715.2	4371430	2015750	4376711
GCF_000349925.2	2450	916130	1831128
GCF_001718415.1	86980	2753030	4849929
GCF_000287215.2	4197000	1838460	4777154
GCF_005239365.1	3373580	1633960	3400283
GCF_000582555.1	3746660	1880320	3764053
GCF_000819565.1	211570	2564100	4529105
GCF_006363875.1	3640170	1527130	3844607
GCF_000487915.2	1145600	3371780	4547600
GCF_004847145.1	4691730	2350500	4726540
GCF_004847005.1	4691750	2369360	4726559
GCF_004847525.1	4691740	2350500	4726545
GCF_004847505.1	4691720	2368560	4726542
GCF_000317955.1	5083660	2563900	5091817
GCF_000317935.1	44570	2732510	4887379
GCF_000340825.1	819670	379650	821930
GCF_000340795.1	832960	393300	833125
GCF_000340865.1	808900	367630	810172
GCF_000340905.1	819520	368010	822140
GCF_000340925.1	818450	372550	820029
GCF_000319245.1	169340	566880	820037
GCF_000213235.1	2748990	1374150	2759867
GCF_000328765.2	2750180	1374950	2761252
GCF_001296965.1	2010090	1028250	2122847
GCF_901538265.1	830	5065490	10135216
GCF_004758605.1	1589900	2973080	3062136
GCF_002056795.1	7923400	3824230	7959595
GCF_000412675.1	6136060	2985530	6156701
GCF_000328405.1	3247310	1618150	3297305
GCF_000304375.1	1634820	814190	1641481
GCF_000953135.1	4030410	1731960	4181563
GCF_000283415.2	1287690	2811120	2962568
GCF_000281235.1	370	391800	756845
GCF_000295695.2	5180750	2493280	5213532
GCF_000387745.2	306660	737330	817313
GCF_016755915.1	2050	2793450	5445552
GCF_000349325.1	638760	5596960	9466619
GCF_000732355.1	2273240	1016100	2292360
GCF_000444875.1	24880	4258760	8272925
GCF_002243515.1	4510490	2314570	4516965
GCF_000331165.2	7115770	3487430	7119169
GCF_004116995.1	321900	1686480	2843874
GCF_000495455.2	2123760	4935530	5798534
GCF_000325725.1	5872210	2860170	5875750
GCF_001687585.2	460	1711710	3424893
GCF_000325745.1	1501780	738880	1504659
GCF_000319205.1	1235610	244210	1804601
GCF_001888925.1	376700	1325630	1891796
GCF_000725385.1	772280	3175900	4831185
GCF_000292705.1	5038020	2160670	5495278
GCF_000292415.1	1579200	4160040	5083176
GCF_000292455.1	4128830	1216690	5886036
GCF_900095155.1	704790	1704060	2145953
GCF_000298415.1	1143470	576700	1147152
GCF_000298435.2	1164810	579700	1168490
GCF_000298475.2	1137110	570960	1140789
GCF_000298495.2	1157700	576610	1161385
GCF_000298515.2	1168580	582700	1172265
GCF_003151025.1	10	983760	2018944
GCF_003173695.1	2540	915570	1856015
GCF_009901525.1	3570870	563500	5500985
GCF_000294535.1	4822020	2377240	4842771
GCF_003860345.1	1873730	4142830	4358096
GCF_001610975.1	1436230	3227810	3979087
GCF_002224265.1	460540	1319290	1741042
GCF_001456255.1	2921390	1263530	3248023
GCF_001680025.1	490	1648620	3241530
GCF_000354175.2	2359120	649590	3334467
GCF_000454545.1	5180170	2608480	5197712
GCF_000454505.1	4841590	2407550	4926805
GCF_000454525.1	5066570	2523820	5164757
GCF_000293765.1	4136650	1927800	4146839
GCF_005160065.1	601870	2379500	3670957
GCF_000699525.1	4188910	1931850	4193640
GCF_001629705.1	4215200	1969780	4230665
GCF_000293885.2	1133270	4680230	6998154
GCF_000454025.1	10173390	5136430	10246864
GCF_000317995.1	1167330	582210	1171011
GCF_003999255.1	2904130	1345890	2905633
GCF_000819525.2	2523310	1246880	2524779
GCF_003688615.2	908050	2542360	3270071
GCF_000819445.1	2674650	1361780	2681312
GCF_017916255.1	760	4159360	7574085
GCF_000406045.1	4631240	2283650	4693747
GCF_000365305.1	4652000	2192960	4652956
GCF_000406105.1	4611200	2261400	4669628
GCF_000365405.2	4759450	2271880	4775960
GCF_000406065.1	160	2332200	4549457
GCF_000406145.1	4828230	2366350	4829443
GCF_000406165.1	4480640	2180290	4552467
GCF_000406185.1	4800900	2271260	4802068
GCF_000828635.1	3780980	1899440	3802648
GCF_000406225.1	4535990	2188090	4622940
GCF_000400525.1	4470400	2022010	4557062
GCF_000406245.1	150	2377570	4681779
GCF_000406265.1	4780710	2371350	4781918
GCF_000400505.1	4574660	2240530	4631867
GCF_000365285.1	4920030	2418190	4934019
GCF_000365345.1	4851460	2345700	4865372
GCF_000406325.1	6730	2385330	4658967
GCF_000338075.1	786210	2338390	3141054
GCF_000835165.1	23320	1455780	2607268
GCF_000442645.1	626910	2155350	2787574
GCF_000550805.1	7350	1568050	2931780
GCF_002163755.1	3249920	1696220	3253249
GCF_000311765.1	1147170	2814150	3602424
GCF_000733715.2	14000	2561640	5120146
GCF_000294715.1	1587390	723760	1587646
GCF_000714675.1	4500	2971190	5396164
GCF_014621675.1	2620	1024260	2011542
GCF_000462995.1	3722790	1374420	4623089
GCF_000430955.1	4661310	2167550	4662278
GCF_000400795.1	4853170	2353980	4867258
GCF_001644705.1	2092440	4563190	4919833
GCF_000319475.1	2380	1927200	3961368
GCF_000829035.1	2995230	1436400	2995875
GCF_000365365.1	4633980	2145980	4649420
GCF_000400565.1	4845960	2340700	4860047
GCF_009931355.1	6017700	2809920	6019539
GCF_005670685.2	15690	2988630	6099273
GCF_001639105.2	3101030	1351360	3181617
GCF_000576555.1	3510	2450530	4904241
GCF_000300295.4	1750	1615950	3184851
GCF_000829235.1	598360	2059660	2794318
GCF_000295655.1	852160	1916290	2309519
GCF_000300095.1	4097340	1877290	4152217
GCF_000296595.1	1260	1430550	2782313
GCF_000348805.1	622330	303560	632490
GCF_005280655.1	1800	1771070	3588860
GCF_000829075.1	139070	2847260	4951217
GCF_001951155.1	1617870	3619680	4007868
GCF_001969385.1	1403710	3716530	4609584
GCF_000298875.1	1950	994890	1893499
GCF_000300135.1	1607990	804250	1645096
GCF_000294635.1	3996520	2023420	4001777
GCF_000583875.1	868760	347750	1041170
GCF_000318055.1	2902900	1423490	2904662
GCF_001685435.2	2688170	1320720	2698725
GCF_000304415.1	3282430	1379640	3679105
GCF_013460135.1	369970	1462670	2402715
GCF_000967115.2	2795290	1371020	2807481
GCF_001547995.1	3195010	1546390	3198265
GCF_000304455.1	324520	789540	887130
GCF_000333835.2	1657560	851430	1662737
GCF_002846975.1	2825210	362000	4919812
GCF_000404145.1	7760	1755090	3350620
GCF_000404185.1	7760	1755090	3350619
GCF_001683115.1	8570	1728330	3332458
GCF_001683055.1	8540	1736840	3340941
GCF_000313385.1	113900	1147800	1886888
GCF_000699465.1	4178180	1931850	4188369
GCF_003966655.1	1529690	122370	2921399
GCF_000968335.1	717490	1607950	1969659
GCF_000298095.1	15030	3086410	5589007
GCF_000338735.1	1680	1948090	4061186
GCF_000319655.2	2450	416040	817216
GCF_000307815.1	1635550	813890	1667883
GCF_000470765.1	1103460	552460	1104552
GCF_000470805.1	1105420	553050	1106534
GCF_000470825.1	1105290	552630	1106409
GCF_000331715.1	979350	291030	1457568
GCF_000302515.1	2516630	1299210	2519002
GCF_000300045.1	457450	8700	902789
GCF_000307835.1	1635560	813890	1667890
GCF_000364725.1	110	281030	538203
GCF_009295985.1	110	2219820	4596548
GCF_000317975.2	3644610	1659640	3650416
GCF_002257585.1	5290990	2903140	5301339
GCF_016592595.1	1527530	699370	1542177
GCF_016592615.1	1406030	752920	1447997
GCF_002263495.1	435520	3357430	6142152
GCF_000320385.2	3595120	1705510	3620713
GCF_002119765.1	1631850	4758640	5971615
GCF_000300435.2	16510	2904000	6122717
GCF_000307535.1	2420	896060	1837281
GCF_000300455.3	4870040	2447770	4902027
GCF_000971765.1	604290	1126130	1150626
GCF_900157305.1	1430140	61400	2965660
GCF_001262015.1	1668150	739120	1828248
GCF_018128145.1	239490	1138750	1828273
GCF_001683355.1	449040	1298260	1859892
GCF_018127785.1	1376090	613200	1436604
GCF_000092265.1	680	976570	1863286
GCF_000319675.2	2420	417800	816496
GCF_000376585.1	643150	1292340	1301823
GCF_000376605.1	1107040	402930	1295804
GCF_000340475.1	3743250	1755480	3830781
GCF_000331085.3	2420	417620	816451
GCF_000517425.1	4707020	2285470	4709528
GCF_000385965.2	676610	2910390	4064321
GCF_000298385.1	67250	263360	357472
GCF_000300035.1	5160	164500	350928
GCF_000304735.1	459900	3660	905471
GCF_000511285.2	2753220	301490	4922468
GCF_000331065.1	791050	362640	791219
GCF_001975265.1	3962940	1658920	4693979
GCF_001975325.1	4089270	1723420	4801835
GCF_000759485.1	260	914000	1800764
GCF_000567925.1	3567370	1794220	3662415
GCF_000494855.1	1678670	3688230	3997089
GCF_005083565.1	2360	341780	642335
GCF_005080765.1	198350	448600	548691
GCF_005083345.1	2430	336530	630331
GCF_005083105.1	49090	335040	631491
GCF_005082365.1	5430	336310	633406
GCF_005081445.1	13500	335850	633867
GCF_005081705.1	11860	340570	641856
GCF_005080885.1	12210	330300	621931
GCF_005080865.1	5730	289140	619238
GCF_005080725.1	11410	237460	428356
GCF_005080705.1	3960	231170	419293
GCF_003815955.1	3157400	846640	5104943
GCF_003815975.1	1162070	3926120	5318634
GCF_003860585.1	2143620	623030	3230102
GCF_003815755.1	4735960	2025900	5618200
GCF_003815875.1	1232640	4132360	5618212
GCF_003815735.1	3094670	421390	5595345
GCF_900637665.1	182520	3105160	5602501
GCF_001956735.1	3928460	1538430	4648086
GCF_001975285.1	4062670	1588730	4801658
GCF_001975345.1	3980390	1599830	4777558
GCF_001975245.1	4027470	1655410	4847468
GCF_001975365.1	3918410	1625460	4668861
GCF_001448665.2	1160	2435530	4834965
GCF_001975385.1	3860800	1504900	4618056
GCF_001448705.2	3744320	1207170	4940239
GCF_001975405.1	3910440	1526480	4651794
GCF_001448485.2	3075420	639940	4782363
GCF_001975425.1	3837910	1464400	4566169
GCF_001975445.1	4149550	1763420	4942273
GCF_002211585.1	4786040	2403730	4822139
GCF_001975515.1	3824380	1501530	4532753
GCF_001484935.1	3508440	1741430	3509795
GCF_001448785.2	4785540	2312110	4822474
GCF_001975555.1	3962900	1658940	4690402
GCF_002208255.1	4739670	2447530	4774926
GCF_001077835.1	2771730	205270	5088451
GCF_002211565.1	1160	2371290	4874915
GCF_002208315.1	3125060	799740	4626699
GCF_001975625.1	4060010	1582760	4916040
GCF_001975645.1	3882540	1538030	4640929
GCF_002211865.1	100	2438040	4859044
GCF_002234855.1	2392840	186140	4586333
GCF_003324775.1	4568570	2288720	4598348
GCF_002211965.1	70	2589950	5076950
GCF_002211825.1	4882390	2475560	4913978
GCF_002211925.1	4433850	2228240	4468959
GCF_000626175.1	3976020	1593330	4711160
GCF_000626295.1	3946620	1596850	4681839
GCF_000623375.1	3947910	1597380	4682805
