assembly_accession	species	subsp	strain
GCF_000671315.1	Ralstonia solanacearum		Rs-10-244
GCF_003353065.1	Cyclonatronum proteinivorum		Omega
GCF_000626655.2	Pseudomonas aeruginosa		PA96
GCF_000973585.1	Bacillus velezensis		NJN-6
GCF_007475365.1	Streptococcus oralis	dentisani	F0392
GCF_000568455.1	Staphylococcus aureus		USA300-ISMMS1
GCF_001187845.1	Octadecabacter temperatus		SB1
GCF_009914075.1	Mixta theicola		SRCM103227
GCF_000828895.1	Serpentinomonas raichei		A1
GCF_000828915.1	Serpentinomonas mccroryi		B1
GCF_000689395.1	Phaeomarinobacter ectocarpi		Ec32
GCF_001304715.1	Megasphaera elsdenii		14-14
GCF_000948075.1	Xanthomonas oryzae		pv. oryzae PXO86
GCF_001767235.1	Moorea producens		PAL-8-15-08-1
GCF_001632805.1	Mycobacteroides chelonae		CCUG 47445
GCF_000709455.1	Chlamydia muridarum		str. Nigg 2 MCR
GCF_000756715.1	Jeotgalicoccus saudimassiliensis		13MG44_air
GCF_013201825.1	Halarcobacter ebronensis		LMG 27922
GCF_001685395.1	Paenibacillus yonginensis		DCY84
GCF_014396975.1	Thermomonas carbonis		KCTC 42013
GCF_002187935.3	Klebsiella quasipneumoniae	similipneumoniae	G747
GCF_003181175.1	Klebsiella quasipneumoniae	similipneumoniae	ATCC 700603
GCF_001278905.1	Klebsiella quasipneumoniae		HKUOPLA
GCF_001280925.1	Klebsiella quasipneumoniae		HKUOPLC
GCF_001596075.2	Klebsiella quasipneumoniae		ATCC 700603 K6
GCF_002239895.2	Klebsiella quasipneumoniae		G4584
GCF_002240295.1	Klebsiella quasipneumoniae		HKUOPA4
GCF_002240315.1	Klebsiella quasipneumoniae		HKUOPJ4
GCF_002240335.1	Klebsiella quasipneumoniae		HKUOPL4
GCF_002953295.1	Klebsiella quasipneumoniae		FDAARGOS_93
GCF_003020825.1	Klebsiella quasipneumoniae		KPC142
GCF_003146635.1	Klebsiella quasipneumoniae		CAV2018
GCF_003146655.1	Klebsiella quasipneumoniae		CAV2013
GCF_003146685.1	Klebsiella quasipneumoniae		CAV1947
GCF_003443835.1	Klebsiella quasipneumoniae		L22
GCF_003990375.1	Klebsiella quasipneumoniae		D120-1
GCF_008807175.1	Klebsiella quasipneumoniae		A708
GCF_009002435.1	Klebsiella quasipneumoniae		SNI47
GCF_009387795.1	Klebsiella quasipneumoniae		TH114
GCF_009498255.1	Klebsiella quasipneumoniae		KP18-31
GCF_013408885.1	Klebsiella quasipneumoniae		68-17
GCF_013624775.1	Klebsiella quasipneumoniae		RHBSTW-00138
GCF_013706815.1	Klebsiella quasipneumoniae		RHBSTW-00268
GCF_014168875.1	Klebsiella quasipneumoniae		WP3-S18-CRE-02
GCF_014168895.1	Klebsiella quasipneumoniae		WP3-S18-ESBL-03
GCF_014169255.1	Klebsiella quasipneumoniae		WP5-W18-ESBL-06
GCF_014169355.1	Klebsiella quasipneumoniae		WP5-S18-ESBL-05
GCF_014169495.1	Klebsiella quasipneumoniae		WP7-S17-ESBL-08
GCF_014170655.1	Klebsiella quasipneumoniae		WP3-W18-CRE-02
GCF_014189245.1	Klebsiella quasipneumoniae		N18-04101
GCF_014189265.1	Klebsiella quasipneumoniae		N18-04116
GCF_014333295.1	Klebsiella quasipneumoniae		UCI156
GCF_014843255.1	Klebsiella quasipneumoniae		203 19001
GCF_015135515.1	Klebsiella quasipneumoniae		STW0522-39
GCF_015278075.1	Klebsiella quasipneumoniae		S174-1
GCF_015284065.1	Klebsiella quasipneumoniae		BS324-2
GCF_015284485.1	Klebsiella quasipneumoniae		BM419-3
GCF_015285825.1	Klebsiella quasipneumoniae		BS419-1
GCF_015286025.1	Klebsiella quasipneumoniae		BS419-3
GCF_015288985.1	Klebsiella quasipneumoniae		BS418
GCF_015291905.1	Klebsiella quasipneumoniae		BM404-3-1
GCF_015291925.1	Klebsiella quasipneumoniae		S15-2
GCF_015992365.1	Klebsiella quasipneumoniae		Pinhead Larry
GCF_016066695.1	Klebsiella quasipneumoniae		KqPF9
GCF_016237985.1	Klebsiella quasipneumoniae		KP2011790
GCF_016415705.1	Klebsiella quasipneumoniae		KqPF26
GCF_016510335.1	Klebsiella quasipneumoniae		KqPF42
GCF_016598835.1	Klebsiella quasipneumoniae		KPN 47
GCF_016743095.1	Klebsiella quasipneumoniae		YDKL-002
GCF_016758865.1	Klebsiella quasipneumoniae		SWMUF35
GCF_016924855.1	Klebsiella quasipneumoniae		Colony250
GCF_016924875.1	Klebsiella quasipneumoniae		Colony171
GCF_016924895.1	Klebsiella quasipneumoniae		Colony499
GCF_016924915.1	Klebsiella quasipneumoniae		Colony407
GCF_016924935.1	Klebsiella quasipneumoniae		Colony495
GCF_016925255.1	Klebsiella quasipneumoniae		B2663
GCF_016925335.1	Klebsiella quasipneumoniae		B9067
GCF_016925395.1	Klebsiella quasipneumoniae		B25110
GCF_017161385.1	Klebsiella quasipneumoniae		C3001
GCF_017743035.1	Klebsiella quasipneumoniae		B6885
GCF_018223825.1	Klebsiella quasipneumoniae		KPN710429
GCF_018604125.1	Klebsiella quasipneumoniae		JNQH473
GCF_900187335.1	Klebsiella quasipneumoniae		SGM81
GCF_900635925.1	Klebsiella quasipneumoniae		NCTC11357
GCF_901422025.1	Klebsiella quasipneumoniae		NCTC9170
GCF_902164625.1	Klebsiella quasipneumoniae		4928STDY7071295
GCF_002234535.1	Actinoalloteichus hoggarensis		DSM 45943
GCF_001586255.1	Zhongshania aliphaticivorans		SM-2
GCF_004114895.1	Corynebacterium pelargi		136/3
GCF_002005165.1	Novibacillus thermophilus		SG-1
GCF_014023275.1	Nostoc edaphicum		CCNP1411
GCF_001307805.1	Lentibacillus amyloliquefaciens		LAM0015
GCF_009363075.1	Paenibacillus guangzhouensis		KCTC 33171
GCF_015277775.1	Paludibaculum fermentans		P105
GCF_016772275.1	Bacillus vini		JCM 19841
GCF_009665255.1	Vibrio metoecus		2011V-1169
GCF_009665275.1	Vibrio metoecus		08-2459
GCF_009763865.1	Vibrio metoecus		06-2478
GCF_009763905.1	Vibrio metoecus		2011V-1015
GCF_010587385.1	Vibrio astriarenae		HN897
GCF_900231165.1	Hartmannibacter diazotrophicus		E19T
GCF_013201075.1	Lichenicola cladoniae		PAMC 26569
GCF_001955715.1	Rhodoferax saidenbachensis		DSM 22694
GCF_001971745.1	Lacinutrix venerupis		DOK2-8
GCF_000960975.1	Martelella endophytica		YC6887
GCF_001761465.1	Flavobacterium gilvum		EM1308
GCF_001644645.1	Flavisolibacter tropicus		LCS9
GCF_003815615.1	Chryseobacterium shandongense		G0239
GCF_003815635.1	Chryseobacterium shandongense		G0207
GCF_003815835.1	Chryseobacterium shandongense		H5143
GCF_001597265.1	Bacillus subtilis	globigii	ATCC 49760
GCF_003285265.1	Paracoccus mutanolyticus		RSP-02
GCF_000756775.1	Pseudomonas saudiphocaensis		20_BN
GCF_902381745.1	Planococcus massiliensis		MGYG-HGUT-01482
GCF_002900365.1	Escherichia marmotae		HT073016
GCF_013636045.1	Escherichia marmotae		RHB42-C09
GCF_013636235.1	Escherichia marmotae		RHB24-C12
GCF_013732895.1	Escherichia marmotae		RHBSTW-00814
GCF_013745515.1	Escherichia marmotae		RHBSTW-00777
GCF_013746655.1	Escherichia marmotae		RHBSTW-00605
GCF_900636405.1	Escherichia marmotae		NCTC8196
GCF_900637015.1	Escherichia marmotae		NCTC11133
GCF_002355375.1	Aneurinibacillus soli		CB4
GCF_003288095.1	Rhodococcus biphenylivorans		TG9
GCF_016598695.1	Rhodococcus biphenylivorans		B403
GCF_008124085.1	Escherichia coli		O2:H6 PG20180057
GCF_001718955.1	Burkholderia stagnalis		MSMB735WGS
GCF_001636095.1	Burkholderia territorii		MSMB2203WGS
GCF_001718335.1	Burkholderia territorii		RF8-non-BP5
GCF_000973505.1	Blochmannia endosymbiont		of Polyrhachis (Hedomyrma) turneri 675
GCF_000973545.1	Blochmannia endosymbiont		of Camponotus (Colobopsis) obliquus 757
GCF_900002575.1	Romboutsia hominis		FRIFI
GCF_005237295.1	Buchnera aphidicola		(Macrosiphum euphorbiae) Meu
GCF_000814265.1	Campylobacter fetus	testudinum	pet-3 pet-3-1
GCF_002973655.1	Campylobacter fetus	testudinum	772
GCF_000818095.1	Jeotgalibacillus malaysiensis		malaysiensis
GCF_009756665.1	Permianibacter aggregans		HW001
GCF_018623075.1	Bacillus haikouensis		MNJ12
GCF_002079945.1	Parasaccharibacter apium		G7_7_3c
GCF_001891125.1	Leuconostoc suionicum		DSM 20241
GCF_002370395.1	Leuconostoc suionicum		LT-38
GCF_003008635.1	Pseudomonas chlororaphis	piscium	ZJU60
GCF_003850345.1	Pseudomonas chlororaphis	piscium	DSM 21509
GCF_003850365.1	Pseudomonas chlororaphis	piscium	ATCC 17809
GCF_003850385.1	Pseudomonas chlororaphis	piscium	ATCC 17411
GCF_003850405.1	Pseudomonas chlororaphis	piscium	SLPH10
GCF_003850425.1	Pseudomonas chlororaphis	piscium	DTR133
GCF_003850445.1	Pseudomonas chlororaphis	piscium	PCL1391
GCF_003850465.1	Pseudomonas chlororaphis	piscium	PCL1607
GCF_003850485.1	Pseudomonas chlororaphis	piscium	ChPhzS135
GCF_003850505.1	Pseudomonas chlororaphis	piscium	ChPhzS140
GCF_003850525.1	Pseudomonas chlororaphis	piscium	ChPhzTR44
GCF_003850585.1	Pseudomonas chlororaphis	piscium	ToZa7
GCF_001545095.1	Erysipelothrix larvae		LV19
GCF_000803645.1	Sphingopyxis fribergensis		Kp5.2
GCF_002356335.1	Mycobacterium stephanolepidis		NJB0901
GCF_018139025.1	Cylindrospermopsis raciborskii		N8
GCF_011047135.1	Microbacterium endophyticum		DSM 27099
GCF_001466725.1	Lacimicrobium alkaliphilum		YelD216
GCF_001741865.1	Bosea vaviloviae		Vaf18
GCF_001281505.1	Lawsonella clevelandensis		X1698
GCF_001293125.1	Lawsonella clevelandensis		X1036
GCF_900610365.1	Lawsonella clevelandensis		USB-603019
GCF_000742675.1	Bacillus atrophaeus	globigii	BSS
GCF_014717515.1	Acinetobacter seifertii		AS79
GCF_014718355.1	Acinetobacter seifertii		AS73
GCF_014719215.1	Acinetobacter seifertii		AS63
GCF_014719435.1	Acinetobacter seifertii		AS62
GCF_014719835.1	Acinetobacter seifertii		AS60
GCF_014720075.1	Acinetobacter seifertii		AS59
GCF_014720495.1	Acinetobacter seifertii		AS53
GCF_014720855.1	Acinetobacter seifertii		AS51
GCF_014721075.1	Acinetobacter seifertii		AS49
GCF_014721215.1	Acinetobacter seifertii		AS48
GCF_014721415.1	Acinetobacter seifertii		AS47
GCF_014721575.1	Acinetobacter seifertii		AS41
GCF_014721815.1	Acinetobacter seifertii		AS40
GCF_014722015.1	Acinetobacter seifertii		AS39
GCF_014722775.1	Acinetobacter seifertii		AS31
GCF_014723035.1	Acinetobacter seifertii		AS28
GCF_014723055.1	Acinetobacter seifertii		AS25
GCF_014723095.1	Acinetobacter seifertii		AS17
GCF_014723135.1	Acinetobacter seifertii		AS11
GCF_014723155.1	Acinetobacter seifertii		AS9
GCF_014723195.1	Acinetobacter seifertii		AS5
GCF_014788525.1	Acinetobacter seifertii		AS42
GCF_016064815.1	Acinetobacter seifertii		S21
GCF_018138965.1	Acinetobacter seifertii		S63-3
GCF_000814825.1	Berryella intestinalis		68-1-3
GCF_004358425.1	Qipengyuania sediminis		CGMCC 1.12928
GCF_001866075.3	Anaerobacillus isosaccharinicus		NB2006
GCF_010731875.1	Mycolicibacterium sarraceniae		JCM 30395
GCF_010731895.1	Mycolicibacterium helvum		JCM 30396
GCF_002906655.1	Vibrio hyugaensis		090810a
GCF_003054555.1	Streptomyces lunaelactis		MM109
GCF_003590145.2	Pseudooceanicola algae		Lw-13e
GCF_005155025.1	Aquitalea aquatilis		THG-DN7.12
GCF_002531755.2	Rhizobium acidisoli		FH23
GCF_005862185.2	Rhizobium hidalgonense		JKLM 19E
GCF_000785705.2	Methylomonas denitrificans		FJG1
GCF_002368055.1	Aulosira laxa		NIES-50
GCF_001880225.1	Francisella frigiditurris		CA97-1460
GCF_001007875.1	Sedimenticola thiotaurini		SIP-G1
GCF_014217565.1	Kribbella qitaiheensis		SPB151
GCF_012689545.1	Paracoccus sanguinis		OM2164
GCF_002214645.1	Diaphorobacter polyhydroxybutyrativorans		SL-205
GCF_001889165.1	Bacillus weihaiensis		Alg07
GCF_018128325.1	Arachnia rubra		DSMZ 100122
GCF_001677435.1	Woeseia oceani		XK5
GCF_003258315.1	Bradymonas sediminis		FA350
GCF_002085925.2	Thioclava electrotropha		Elox9
GCF_001611975.1	Haematospirillum jordaniae		H5569
GCF_000764535.1	Sphingomonas taxi		ATCC 55669
GCF_900324035.1	Bradyrhizobium vignae		ORS3257
GCF_900683755.1	Ruthenibacterium lactatiformans		Ruthenibacterium lactatiformans 82B1
GCF_002355435.1	Mucilaginibacter gotjawali		SA3-7
GCF_003431825.1	Blastomonas fulva		T2
GCF_008329645.1	Mycobacterium grossiae		DSM 104744
GCF_003966915.1	Mycoavidus cysteinexigens		B1EB
GCF_001544015.1	Limnochorda pilosa		HC45
GCF_001717955.1	Sphingomonas panacis		DCY99
GCF_002838765.1	Kangiella profundi		FT102
GCF_014109725.1	Comamonas piscis		BIGb0172
GCF_003665575.1	Citrobacter pasteurii		UMH17
GCF_013201705.1	Aliarcobacter faecis		CCUG 66484
GCF_000934545.1	Rugosibacter aromaticivorans		Ca6
GCF_014884525.1	Brucella suis		bv. 3 CVI_71
GCF_014884505.1	Brucella suis		bv. 4 CVI_72
GCF_014884485.1	Brucella suis		bv. 5 CVI_73
GCF_013394205.1	Neptunomonas phycophila		Scap09
GCF_003072465.1	Kinetoplastibacterium sorsogonicusi		MF-08
GCF_001456355.1	Mycobacteroides saopaulense		EPM10906
GCF_000812665.2	Halocynthiibacter arcticus		PAMC 20958
GCF_001187785.1	Wenzhouxiangella marina		KCTC 42284
GCF_002407245.1	Phaeobacter piscinae		P14
GCF_002412025.1	Phaeobacter piscinae		P36
GCF_002412045.1	Phaeobacter piscinae		P13
GCF_002888715.1	Phaeobacter piscinae		P23
GCF_002891905.1	Phaeobacter piscinae		P71
GCF_002891925.1	Phaeobacter piscinae		P18
GCF_002892245.1	Phaeobacter piscinae		P42
GCF_000981505.1	Methylopumilus planktonicus		MMS-2-53
GCF_006364455.1	Methylopumilus planktonicus		MMS-VI-155
GCF_006364475.1	Methylopumilus planktonicus		MMS-VB-116
GCF_006364515.1	Methylopumilus planktonicus		MMS-VI-180
GCF_006364535.1	Methylopumilus planktonicus		MMS-VB-14
GCF_006364555.1	Methylopumilus planktonicus		MMS-VI-257
GCF_006364575.1	Methylopumilus planktonicus		MMS-VI-255
GCF_006364715.1	Methylopumilus planktonicus		MMS-VI-228
GCF_000953015.1	Methylopumilus turicensis		MMS-10A-171
GCF_004101785.1	Gudongella oleilytica		W6
GCF_014217355.1	Fusobacterium hwasookii		KCOM 1249
GCF_014217375.1	Fusobacterium hwasookii		KCOM 1253
GCF_900074915.1	Pseudomonas cerasi		Sour cherry (Prunus cerasus) symptomatic leaf
GCF_900235895.1	Pseudomonas cerasi		PL963
GCF_009914665.1	Bergeyella cardium		HPQL
GCF_001701025.1	Lentzea guizhouensis		DHS C013
GCF_001602095.1	Helicobacter himalayensis		YS1
GCF_011040495.1	Pseudohalocynthiibacter aestuariivivens		RR4-35
GCF_008000815.1	Terriglobus albidus		ORNL
GCF_018286635.1	Sphingobium phenoxybenzoativorans		Tas13
GCF_002009235.1	Planococcus faecalis		AJ003
GCF_001278055.1	Desulfuromonas soudanensis		WTL
GCF_014898175.1	Bifidobacterium lemurum		DSM 28807
GCF_003233695.1	Lysobacter maris		HZ9B
GCF_006770305.1	Leuconostoc gelidum	gelidum	TMW 2.1618
GCF_000981545.1	Filomicrobium marinum		strain Y
GCF_000981565.1	Filomicrobium marinum		strain W
GCF_000935025.1	Sphingomonas hengshuiensis		WHSC-8 soil of Hengshui Lake
GCF_001997295.1	Tessaracoccus flavus		RP1
GCF_014068355.1	Mycoplasma tullyi		56A97T
GCF_002868735.1	Niveispirillum cyanobacteriorum		TH16
GCF_001941625.1	Actinoalloteichus fjordicus		ADI127-7
GCF_009914055.1	Mixta intestinalis		SRCM103226
GCF_000263675.1	Pseudomonas lactis		SS101
GCF_002556545.1	Streptomyces formicae		KY5
GCF_001421015.2	Paenibacillus bovis		BD3526
GCF_008369745.1	Flavobacterium nitrogenifigens		KACC 18538
GCF_000950575.1	Psychromicrobium lacuslunae		IHBB 11108
GCF_002096055.1	Cnuibacter physcomitrellae		XA(T)
GCF_002240225.1	Paenibacillus physcomitrellae		XB
GCF_001517405.1	Erwinia gerundensis		E_g_EM595
GCF_017815635.1	Erwinia gerundensis		A4
GCF_002355735.1	Sulfuricaulis limicola		HA5
GCF_002208965.1	Salmonella enterica	enterica serovar Typhimurium var. 5-	FDAARGOS_312
GCF_003986655.1	Salmonella enterica	enterica serovar Typhimurium var. 5-	CFSAN067217
GCF_003986675.1	Salmonella enterica	enterica serovar Typhimurium var. 5-	CFSAN067216
GCF_001577525.1	Desulfofervidus auxilii		HS1
GCF_001543325.1	Lutibacter profundi		LP1
GCF_003352185.1	Pseudomonas kribbensis		46-2
GCF_014621655.1	Empedobacter stercoris		ES183
GCF_001678905.1	Dermabacter vaginalis		AD1-86
GCF_008693925.1	Dermabacter vaginalis		FDAARGOS_640
GCF_002356115.1	Nitrosoglobus terrae		TAO100
GCF_001932615.1	Weissella jogaejeotgali		FOL01
GCF_001758565.1	Wolbachia endosymbiont		of Drosophila incompta wInc_Cu
GCF_001628715.1	Acetobacter oryzifermentans		SLV-7
GCF_002220195.1	Acetobacter oryzifermentans		dm
GCF_001281005.1	Citrobacter portucalensis		P10159
GCF_002215605.1	Citrobacter portucalensis		30_2
GCF_004801555.1	Citrobacter portucalensis		Effluent_1
GCF_008086465.1	Citrobacter portucalensis		WCHCP085039
GCF_008693605.1	Citrobacter portucalensis		FDAARGOS_617
GCF_009730355.1	Citrobacter portucalensis		FDAARGOS_738
GCF_010319905.2	Citrobacter portucalensis		IOMTU157
GCF_015134935.1	Citrobacter portucalensis		STW0522-26
GCF_015135075.1	Citrobacter portucalensis		STW0522-27
GCF_015135215.1	Citrobacter portucalensis		STW0522-30
GCF_015137095.1	Citrobacter portucalensis		STN0717-27
GCF_015137255.1	Citrobacter portucalensis		STN0717-36
GCF_015138175.1	Citrobacter portucalensis		STN0717-72
GCF_018279205.1	Citrobacter portucalensis		PNUCL1
GCF_900636015.1	Citrobacter portucalensis		NCTC11104
GCF_902381795.1	Citrobacter portucalensis		MGYG-HGUT-01705
GCF_002075285.3	Halomicronema hongdechloris		C2206
GCF_000981785.2	Microcystis aeruginosa		NIES-2549
GCF_001975025.1	Streptomyces alfalfae		ACCC40021
GCF_016128295.1	Streptomyces alfalfae		Men-myco-93-63
GCF_018141485.1	Streptomyces alfalfae		XN-04
GCF_900095795.1	Petrimonas mucosa		ING2-E5A
GCF_900095135.1	Proteiniphilum saccharofermentans		M3/6
GCF_013466985.1	Nocardioides ungokensis		LMG 28591
GCF_015167415.1	Kosakonia pseudosacchari		BDA62-3
GCF_011067265.1	Rouxiella badensis		SER3
GCF_014859005.1	Rouxiella badensis		C173
GCF_001077815.2	Aurantiacibacter atlanticus		s21-N3
GCF_000876525.1	Bacillus paralicheniformis		BL-09
GCF_002068155.1	Bacillus paralicheniformis		MDJK30
GCF_002393225.1	Bacillus paralicheniformis		14DA11
GCF_002993925.1	Bacillus paralicheniformis		Bac84
GCF_002993945.1	Bacillus paralicheniformis		Bac48
GCF_003171815.2	Bacillus paralicheniformis		SUBG0010
GCF_003711025.1	Bacillus paralicheniformis		CBMAI 1303
GCF_008365255.1	Bacillus paralicheniformis		A4-3
GCF_009497935.1	Bacillus paralicheniformis		FA6
GCF_011068305.1	Bacillus paralicheniformis		ZAP17
GCF_018324505.1	Bacillus paralicheniformis		RSC-1
GCF_018324565.1	Bacillus paralicheniformis		RSC-2
GCF_900635765.1	Bacillus paralicheniformis		NCTC8721
GCF_001643015.1	Corynebacterium crudilactis		JZ16
GCF_001548275.1	Caldimicrobium thiodismutans		TF1
GCF_014251235.1	Blattabacterium cuenoti		TRYONIpar
GCF_014251255.1	Blattabacterium cuenoti		THEREAreg
GCF_014251275.1	Blattabacterium cuenoti		SHELFORDIsp
GCF_014251295.1	Blattabacterium cuenoti		SHELFORDElat
GCF_014251315.1	Blattabacterium cuenoti		SCHULTlam
GCF_014251335.1	Blattabacterium cuenoti		RHABDOBsp
GCF_014251355.1	Blattabacterium cuenoti		PROTAGlug
GCF_014251375.1	Blattabacterium cuenoti		POLYPHAGsp
GCF_014251515.1	Blattabacterium cuenoti		PLATYZsp
GCF_014251535.1	Blattabacterium cuenoti		PHYLLODsp
GCF_014251555.1	Blattabacterium cuenoti		PARCOBvir
GCF_014251575.1	Blattabacterium cuenoti		PARATEMsp
GCF_014251595.1	Blattabacterium cuenoti		PARANAUcir
GCF_014251615.1	Blattabacterium cuenoti		PANESsp
GCF_014251635.1	Blattabacterium cuenoti		OPISTHori
GCF_014251655.1	Blattabacterium cuenoti		NYCTIBsp
GCF_014251675.1	Blattabacterium cuenoti		METHAsp
GCF_014251695.1	Blattabacterium cuenoti		NEOLAXmac
GCF_014251715.1	Blattabacterium cuenoti		MEGALOsp
GCF_014251735.1	Blattabacterium cuenoti		MELANOZsp
GCF_014251755.1	Blattabacterium cuenoti		MACROPArhi
GCF_014251775.1	Blattabacterium cuenoti		MEDIASdel
GCF_014251795.1	Blattabacterium cuenoti		GYNAcap
GCF_014251815.1	Blattabacterium cuenoti		GROMPgra
GCF_014251955.1	Blattabacterium cuenoti		EUPOLsin
GCF_014251975.1	Blattabacterium cuenoti		EUPHYsp
GCF_014251995.1	Blattabacterium cuenoti		ESCALves
GCF_014252015.1	Blattabacterium cuenoti		EPILAmay
GCF_014252035.1	Blattabacterium cuenoti		ECTONUhan
GCF_014252055.1	Blattabacterium cuenoti		ECTOBIsp
GCF_014252075.1	Blattabacterium cuenoti		DYAKIkur
GCF_014252095.1	Blattabacterium cuenoti		DEROpau
GCF_014252115.1	Blattabacterium cuenoti		CYRTOsp
GCF_014252235.1	Blattabacterium cuenoti		COSMOsp
GCF_014252255.1	Blattabacterium cuenoti		CARBpar
GCF_014252275.1	Blattabacterium cuenoti		CHORISOsp
GCF_014252295.1	Blattabacterium cuenoti		BEYBkur
GCF_014252315.1	Blattabacterium cuenoti		BALTAsp
GCF_014252335.1	Blattabacterium cuenoti		ANAPcal
GCF_014252355.1	Blattabacterium cuenoti		ANAPome
